Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core)
7312,229,71,4,You cannot help.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7313,229,71,4,"Harry. You wonderful boy. You brave, brave man. Let us walk.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7314,229,71,1,"Sir, this, is this... I mean, forgive me, but you are dead, aren't you, sir?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7315,229,71,4,"Oh, yes.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7316,229,71,1,Then... I'm dead too?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7317,229,71,1,Not?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7318,229,71,4,Not.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7319,229,71,1,But I didn't defend myself. I let him kill me.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7320,229,71,1,"It's true, isn't it, sir? A bit of him lives in me, doesn't it?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7321,229,71,4,Did. It was just destroyed only moments ago by none other than Voldemort himself.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7322,229,71,4,"You were the seventh Horcrux, Harry; the Horcrux he never meant to make.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7323,229,71,1,And you knew this? That's why you were certain I wouldn't die?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7324,229,71,4,"Certain? No. Little is certain in this world, Harry. Call it an educated guess.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7325,229,71,1,"Professor, is that -- ?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7326,229,71,1,"Exactly where are we, sir?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7327,229,71,4,I was going to ask you that. Where would you say that we are?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7328,229,71,1,It looks like King's Cross station -- only a lot cleaner. And without the trains.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7329,229,71,4,"King's Cross! Is that right? Well, this is, as they say, your party.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7330,229,71,1,"Sir, why didn't you just tell me about the Deathly Hallows?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7331,229,71,4,"You will have to forgive me, Harry. You see... I didn't trust",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7332,229,71,4,"I feared that you would make the same mistake I made, that you would be intoxicated by the power the Hallows promise their possessor. But I crave your pardon, Harry. It's clear to me now, as it should have been all along, that you are the better man.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7333,229,71,1,Sir --,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7334,229,71,4,"You are the worthy possessor of the Hallows, Harry, not me. I was fit to own the Elder Wand, because I took it not for gain, but to save others from it. But I took the Stone because I longed to recall someone who has long been at peace and for that I paid with my life.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7335,229,71,1,"You wanted to see Ariana again, didn't you, sir?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7336,229,71,4,Yes.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7337,229,71,1,"I used the Stone as well, sir, only a little while ago when I entered the Forest. I saw my mum and dad, and Sirius and Lupin...",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7338,229,71,4,True. But ask yourself this: were you calling them? Or were they calling you?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7339,229,71,1,"I've got to go back, haven't I?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7340,229,71,4,That is up to you.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7341,229,71,1,I've got a choice?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7342,229,71,4,"Oh yes. We are in King's Cross, you say? I think, should you so decide, you would be able to, let's say, board a train.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7343,229,71,1,And where would it take me?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7344,229,71,4,On.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7345,229,71,1,Voldemort's got the Elder Wand.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7346,229,71,4,True.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7347,229,71,1,And the snake lives.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7348,229,71,4,Yes.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7349,229,71,1,And I've nothing to kill it with.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7350,229,71,4,'Help will always be given at Hogwarts to those who ask for it.',King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7351,229,71,4,"I have always prized my ability to turn a phrase -- words are, in my",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7352,229,71,1,"With all due respect, sir, I think what we need here is a miracle.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7353,229,71,4,"I've never put much stock in miracles, Harry. On the other hand, I can attest wholly to the extensive advantages of a related phenomenon.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7354,229,71,1,"Which would be, sir?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7355,229,71,4,Luck.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7356,229,71,4,"Do not pity the dead, Harry. Pity the living and, above all, those who live without love.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7357,229,71,1,"Sir, my mother's Patronus. It was a doe, wasn't it? Just like Professor Snape's. Curious, don't you think?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7358,229,71,4,"Actually, if I think about it... it doesn't seem curious at all.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7359,229,71,1,Professor.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7360,229,71,1,Is this real? Or has this been happening inside my head?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
7361,229,71,4,"Of course it is happening inside your head, Harry. But why should that mean that it is not real?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Platform Nine and Three-Quarters,Other Magical Locations,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
7362,229,35,22,"My lord, let me help you --",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
7363,229,35,9,I do not require assistance.,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7364,229,35,22,The boy. Is he dead?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Bellatrix Lestrange,Human,Female,Slytherin,Unknown,Walnut,Dragon Heartstring
7365,229,35,63,Is he alive? Draco?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Forbidden Forest,Hogwarts,Narcissa Malfoy,Human,Female,Slytherin,Unknown,Unknown,Unknown
7366,229,66,128,"Don't despair, Longbottom. I put you in Gryffindor for good reason...",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Sorting Hat,Human,Male,Gryffindor,Unknown,Unknown,Unknown
7367,229,66,20,Who's that?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
7368,229,66,20,... Hagrid's carrying?,King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
7369,229,66,20,"Neville, who is that?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
7370,229,66,16,"What's going on here, Neville?",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Arthur Weasley,Human,Male,Gryffindor,Weasel,Unknown,Unknown
7371,229,66,9,"Behold, Nagini. Our work is done.",King's Cross,8,21,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7372,230,66,20,No... NO!,Declare Yourself,8,22,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
7373,230,66,9,Stupid girl. You cry for that?,Declare Yourself,8,22,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7374,230,66,9,"While your hands ran dark with the blood of mothers and sons, fathers and daughters, brothers and sisters, his were clasped in prayer -- but it was a prayer for one and one only. While you battled courageously, until you could no longer will yourself to stand, he had long since fallen to his knees. While you cursed me until your voices grew ragged, he begged me for mercy in a voice as meek as a child's.",Declare Yourself,8,22,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7375,230,66,9,So do not cry for that. He's not worthy of your tears. And do not despair of his betrayal. You were never in his heart. Not for one single solitary beat.,Declare Yourself,8,22,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7376,230,66,2,Liar!,Declare Yourself,8,22,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
7377,230,66,9,"Did you not hear me! Harry Potter is dead! From this day forward, you put your faith in me or suffer the consequences. HARRY POTTER Is",Declare Yourself,8,22,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
7378,230,66,9,Now is the time to declare yourself.,Declare Yourself,8,22,Harry Potter and the Deathly Hallows Part 2,2011,130,250000000,1342000000,Viaduct Courtyard,Hogwarts,Voldemort,Human,Male,Slytherin,Unknown,Yew,Phoenix Feather
